lat_r,lon_r,cluster
21.6,73.3,575
21.6,73.4,1968
21.6,73.5,1115
21.6,73.6,1115
21.6,73.7,70
21.6,73.8,70
21.7,69.9,929
21.7,71.1,8
21.7,71.9,1585
21.7,72.2,745
21.7,72.6,1873
21.7,72.7,1873
21.7,73.0,990
21.7,73.1,1040
21.7,73.2,1040
21.7,73.3,1968
21.7,73.4,1968
21.7,73.5,1115
21.7,73.6,1115
21.7,73.7,70
21.7,73.8,70
21.8,69.9,865
21.8,72.2,138
21.8,72.7,1873
21.8,72.8,1873
21.8,73.1,1040
21.8,73.2,494
21.8,73.3,494
21.8,73.5,207
21.8,73.6,214
21.8,73.8,1180
21.9,69.9,865
21.9,70.9,1864
21.9,72.2,138
21.9,72.6,511
21.9,73.2,494
21.9,73.3,494
21.9,73.5,207
21.9,73.6,214
21.9,73.8,1180
21.9,73.9,581
21.9,74.0,581
22.0,69.4,440
22.0,70.1,1504
22.0,71.0,845
22.0,71.7,994
22.0,71.8,1629
22.0,72.6,511
22.0,73.2,508
22.0,73.3,508
22.0,73.5,1368
22.0,73.6,1057
22.0,73.9,1642
22.0,74.1,1079
22.1,71.3,919
22.1,71.4,674
22.1,71.7,178
22.1,71.8,1629
22.1,72.1,343
22.1,72.6,511
22.1,72.7,511
22.1,72.8,511
22.1,73.1,1278
22.1,73.2,508
22.1,73.3,508
22.1,73.4,1974
22.1,73.5,1368
22.1,73.6,1057
22.1,73.8,1642
22.1,73.9,1642
22.1,74.0,1079
22.2,71.3,919
22.2,71.7,890
22.2,72.1,1010
22.2,72.2,343
22.2,72.9,1200
22.2,73.0,1200
22.2,73.1,1256
22.2,73.2,1256
22.2,73.3,1256
22.2,73.4,756
22.2,73.5,776
22.2,73.6,776
22.2,73.7,415
22.2,73.8,415
22.2,73.9,571
22.2,74.0,571
22.2,74.1,571
22.3,70.0,987
22.3,71.2,1452
22.3,71.4,1380
22.3,71.8,83
22.3,71.9,83
22.3,72.1,1010
22.3,72.5,710
22.3,72.7,456
22.3,72.8,456
22.3,72.9,1200
22.3,73.0,157
22.3,73.1,157
22.3,73.2,1256
22.3,73.3,1339
22.3,73.4,756
22.3,73.5,776
22.3,73.7,415
22.3,73.8,415
22.3,73.9,571
22.3,74.0,571
22.4,71.8,1620
22.4,72.0,950
22.4,72.2,1577
22.4,72.3,1755
22.4,72.4,1755
22.4,72.5,1798
22.4,72.6,1798
22.4,72.7,456
22.4,72.8,1976
22.4,72.9,777
22.4,73.0,777
22.4,73.1,157
22.4,73.2,632
22.4,73.4,1885
22.4,73.5,1885
22.4,73.6,85
22.4,73.7,1050
22.4,73.8,1050
22.4,73.9,1731
22.4,74.0,1731
22.4,74.1,1731
22.4,74.2,1731
22.5,72.0,950
22.5,72.1,950
22.5,72.3,1577
22.5,72.5,1344
22.5,72.6,1344
22.5,72.7,677
22.5,72.8,1976
22.5,72.9,777
22.5,73.0,777
22.5,73.1,632
22.5,73.5,1857
22.5,73.6,1453
22.5,73.7,221
22.5,73.8,221
22.5,73.9,1731
22.5,74.0,1731
22.6,70.8,559
22.6,71.1,1257
22.6,72.0,976
22.6,72.1,976
22.6,72.7,677
22.6,72.8,677
22.6,72.9,369
22.6,73.0,369
22.6,73.1,587
22.6,73.5,1294
22.6,73.6,1636
22.6,73.7,1636
22.6,73.9,514
22.6,74.0,514
22.6,74.1,531
22.7,70.7,1273
22.7,71.2,829
22.7,72.0,976
22.7,72.1,976
22.7,72.5,1088
22.7,73.7,97
22.7,73.8,97
22.7,73.9,514
22.8,70.8,544
22.8,72.5,1929
22.8,73.0,387
22.8,73.1,387
22.8,74.1,531
22.9,69.6,1556
22.9,71.9,1999
22.9,72.0,1999
22.9,72.1,1999
22.9,72.5,1738
22.9,73.0,387
22.9,73.1,387
23.0,69.5,1556
23.0,69.6,1556
23.0,70.1,688
23.0,70.6,1476
23.0,70.9,403
23.0,71.9,1108
23.0,72.4,779
23.0,72.7,1738
23.0,72.8,1775
23.0,73.0,218
23.1,69.8,74
23.1,71.9,1108
23.1,72.0,1108
23.1,73.0,218
23.1,73.7,349
23.1,73.8,349
23.2,69.5,684
23.2,69.6,684
23.2,70.2,224
23.2,70.6,109
23.2,71.9,1458
23.2,72.8,885
23.2,72.9,885
23.2,73.5,312
23.2,73.7,349
23.2,74.1,1006
23.3,69.5,1980
23.3,69.6,684
23.3,70.3,526
23.3,70.5,991
23.3,70.7,1512
23.3,71.5,408
23.3,71.6,966
23.3,72.7,1495
23.3,73.5,312
23.4,69.0,869
23.4,69.3,1980
23.4,69.4,1980
23.4,71.5,1803
23.4,71.8,397
23.4,72.0,1635
23.4,72.4,1221
23.5,68.6,1226
23.5,68.7,1226
23.5,69.0,869
23.5,69.5,732
23.5,71.0,1417
23.5,71.9,1652
23.6,69.0,181
23.6,71.0,1417
23.6,71.7,176
23.6,71.8,212
23.6,71.9,1652
23.7,69.7,1387
23.7,70.6,1740
23.7,71.7,212
23.7,71.8,212
23.8,68.8,569
23.8,69.3,1492
23.8,70.3,518
23.8,70.7,1423
23.8,70.8,621
23.8,72.2,1268
23.8,72.6,1955
23.9,70.2,335
23.9,70.6,1423
23.9,70.7,1423
23.9,72.2,62
23.9,72.6,1955
23.9,72.8,968
24.0,71.4,13
24.0,72.5,914
24.0,72.8,1770
24.1,69.3,308
24.1,69.4,308
24.1,69.6,1150
24.1,72.7,914
24.1,72.8,1116
24.2,69.1,308
24.2,69.2,308
24.2,69.3,308
24.2,69.4,308
24.2,69.5,1150
24.2,69.6,1150
24.2,71.4,1308
24.2,72.7,1661
24.2,72.8,1116
24.2,73.0,1851
24.3,71.2,1593
24.3,72.0,951
24.3,72.1,951
24.3,72.8,1116
24.4,72.1,1324
24.4,72.4,1983
24.5,71.1,1625
24.5,71.5,952
24.5,72.2,1240
24.6,71.7,129
20.9,70.6,1760
21.0,73.7,725
21.2,70.5,1887
21.2,73.7,1471
21.3,70.5,1887
21.5,70.4,1425
21.5,74.2,1586
21.8,73.7,214
21.9,70.3,578
21.9,71.8,1629
21.9,73.7,214
22.0,70.3,1689
22.1,70.3,1689
22.2,71.8,83
22.3,71.7,1161
22.3,72.4,710
22.4,71.7,1620
23.0,70.8,1476
23.0,73.8,1290
23.2,73.8,349
23.3,70.6,109
23.4,72.7,1495
23.7,69.8,1387
24.1,69.7,1150
21.5,73.8,1271
22.3,73.6,776
22.3,70.2,1497
23.0,70.0,1378
23.1,70.1,688
23.2,70.0,631
23.4,69.2,1790
23.5,69.1,1790
22.3,70.8,971
20.3,72.8,995
22.1,73.0,1278
22.5,69.9,1327
28.0,76.1,592
28.0,76.2,592
28.0,77.0,364
28.0,77.1,1043
28.0,77.2,1043
28.1,76.1,107
28.1,76.2,107
28.1,77.0,364
28.1,77.1,1043
28.1,77.2,1043
28.1,77.3,1568
28.1,77.4,1091
28.1,77.5,1091
28.2,76.1,1330
28.2,76.2,1330
28.2,76.3,1454
28.2,76.4,1454
28.2,76.5,625
28.2,76.6,458
28.2,76.7,322
28.2,76.8,322
28.2,77.0,1530
28.2,77.1,1530
28.2,77.2,225
28.2,77.3,1568
28.2,77.4,1091
28.2,77.5,1091
28.3,76.1,1330
28.3,76.2,1244
28.3,76.3,1454
28.3,76.4,1454
28.3,76.5,1461
28.3,76.6,1461
28.3,76.7,322
28.3,76.8,322
28.3,76.9,1530
28.3,77.0,1530
28.3,77.1,1933
28.3,77.2,300
28.3,77.3,300
28.3,77.4,925
28.3,77.5,925
28.4,76.0,842
28.4,76.1,1244
28.4,76.2,1244
28.4,76.3,1712
28.4,76.4,548
28.4,76.5,548
28.4,76.6,1461
28.4,76.7,978
28.4,76.8,978
28.4,76.9,978
28.4,77.0,1933
28.4,77.1,1933
28.4,77.2,1704
28.4,77.3,1826
28.4,77.4,925
28.4,77.5,925
28.5,75.9,842
28.5,76.0,842
28.5,76.1,634
28.5,76.2,634
28.5,76.3,1712
28.5,76.4,548
28.5,76.5,548
28.5,76.6,1814
28.5,76.7,1814
28.5,76.8,792
28.5,76.9,792
28.5,77.0,422
28.5,77.3,57
28.5,77.4,57
28.6,75.7,49
28.6,75.8,49
28.6,75.9,842
28.6,76.0,842
28.6,76.1,634
28.6,76.2,634
28.6,76.3,718
28.6,76.4,718
28.6,76.5,718
28.6,76.6,1814
28.6,76.7,1814
28.6,76.8,510
28.7,75.6,49
28.7,75.7,49
28.7,75.8,49
28.7,75.9,49
28.7,76.0,872
28.7,76.1,872
28.7,76.2,872
28.7,76.3,718
28.7,76.4,718
28.7,76.5,718
28.7,76.6,1914
28.7,76.7,1039
28.7,76.8,510
28.7,76.9,510
28.8,75.6,49
28.8,75.7,49
28.8,75.8,49
28.8,75.9,49
28.8,76.0,872
28.8,76.1,872
28.8,76.2,872
28.8,76.3,1409
28.8,76.4,718
28.8,76.5,1914
28.8,76.6,1914
28.8,76.7,1039
28.8,76.8,108
28.8,76.9,175
28.9,75.6,49
28.9,75.7,654
28.9,75.8,654
28.9,75.9,654
28.9,76.0,1939
28.9,76.1,1939
28.9,76.2,1409
28.9,76.3,1409
28.9,76.4,250
28.9,76.5,250
28.9,76.6,146
28.9,76.7,146
28.9,76.8,108
28.9,76.9,175
28.9,77.0,175
29.0,75.6,1393
29.0,75.7,654
29.0,75.8,654
29.0,75.9,654
29.0,76.0,1939
29.0,76.1,1939
29.0,76.2,1409
29.0,76.3,1409
29.0,76.4,250
29.0,76.5,250
29.0,76.6,146
29.0,76.7,146
29.0,76.8,1446
29.0,76.9,1485
29.0,77.0,1485
29.0,77.1,1015
29.0,77.2,1015
29.1,75.5,1393
29.1,75.6,1393
29.1,75.7,1393
29.1,75.8,654
29.1,75.9,654
29.1,76.0,1939
29.1,76.1,603
29.1,76.2,603
29.1,76.3,1650
29.1,76.4,1650
29.1,76.5,1379
29.1,76.6,1379
29.1,76.7,1446
29.1,76.8,1446
29.1,76.9,1485
29.1,77.0,1485
29.1,77.1,1015
29.2,75.5,1393
29.2,75.6,1393
29.2,75.7,1122
29.2,75.8,839
29.2,75.9,839
29.2,76.0,1550
29.2,76.1,603
29.2,76.2,603
29.2,76.3,1650
29.2,76.4,1650
29.2,76.5,1379
29.2,76.6,1379
29.2,76.7,1379
29.2,76.8,1101
29.2,76.9,1101
29.2,77.0,1015
29.2,77.1,1015
29.3,75.1,1334
29.3,75.3,271
29.3,75.5,1977
29.3,75.6,1122
29.3,75.7,1122
29.3,75.8,839
29.3,75.9,839
29.3,76.0,1550
29.3,76.1,1517
29.3,76.2,1517
29.3,76.3,1132
29.3,76.4,1132
29.3,76.5,1132
29.3,76.6,366
29.3,76.7,366
29.3,76.8,1101
29.3,76.9,1101
29.3,77.0,461
29.3,77.1,461
29.4,75.0,1944
29.4,75.1,1334
29.4,75.2,1334
29.4,75.3,271
29.4,75.4,271
29.4,75.5,1977
29.4,75.6,1977
29.4,75.7,1122
29.4,75.8,390
29.4,75.9,390
29.4,76.0,390
29.4,76.1,1517
29.4,76.2,627
29.4,76.3,627
29.4,76.4,1132
29.4,76.5,1132
29.4,76.6,366
29.4,76.7,366
29.4,76.8,1101
29.4,76.9,1101
29.4,77.0,461
29.4,77.1,461
29.5,74.6,449
29.5,74.7,449
29.5,74.8,449
29.5,74.9,1944
29.5,75.0,1944
29.5,75.1,1334
29.5,75.2,1334
29.5,75.3,271
29.5,75.4,271
29.5,75.5,1977
29.5,75.6,1990
29.5,75.7,1990
29.5,75.8,390
29.5,75.9,383
29.5,76.0,383
29.5,76.1,1985
29.5,76.2,627
29.5,76.3,627
29.5,76.4,1717
29.5,76.5,1717
29.5,76.6,233
29.5,76.7,233
29.5,76.8,1912
29.5,76.9,1912
29.5,77.0,664
29.5,77.1,664
29.6,74.7,449
29.6,74.8,449
29.6,74.9,1944
29.6,75.0,1944
29.6,75.1,1334
29.6,75.2,1109
29.6,75.3,481
29.6,75.4,481
29.6,75.5,481
29.6,75.6,1990
29.6,75.7,1990
29.6,75.8,1994
29.6,75.9,383
29.6,76.0,1985
29.6,76.1,1985
29.6,76.2,432
29.6,76.3,1918
29.6,76.4,1918
29.6,76.5,1603
29.6,76.6,233
29.6,76.7,1037
29.6,76.8,1912
29.6,76.9,1912
29.6,77.0,664
29.6,77.1,664
29.7,74.7,1298
29.7,74.8,1298
29.7,74.9,1759
29.7,75.0,604
29.7,75.1,604
29.7,75.2,1109
29.7,75.4,481
29.7,75.5,447
29.7,75.6,447
29.7,75.7,1228
29.7,75.8,1994
29.7,75.9,1994
29.7,76.0,1985
29.7,76.1,1985
29.7,76.2,432
29.7,76.3,432
29.7,76.4,1603
29.7,76.5,1603
29.7,76.6,1037
29.7,76.7,1037
29.7,76.8,1912
29.7,76.9,1912
29.7,77.0,1912
29.7,77.1,1765
29.8,74.6,396
29.8,74.7,1298
29.8,74.8,1298
29.8,74.9,1759
29.8,75.0,604
29.8,75.1,1260
29.8,75.2,1109
29.8,75.5,447
29.8,75.7,1228
29.8,75.8,1228
29.8,76.2,1355
29.8,76.3,237
29.8,76.4,1594
29.8,76.5,1594
29.8,76.6,1037
29.8,76.7,714
29.8,76.8,714
29.8,76.9,7
29.8,77.0,7
29.8,77.1,1765
29.9,74.6,396
29.9,74.7,1880
29.9,74.8,1874
29.9,74.9,1874
29.9,75.0,1260
29.9,75.1,1260
29.9,76.3,237
29.9,76.4,1594
29.9,76.5,1594
29.9,76.6,1859
29.9,76.8,714
29.9,76.9,7
29.9,77.0,7
29.9,77.1,1765
29.9,77.2,1765
30.0,74.8,1874
30.0,74.9,1874
30.0,76.3,94
30.0,76.4,807
30.0,76.5,807
30.0,76.6,1859
30.0,76.7,1859
30.0,76.8,1859
30.0,76.9,7
30.0,77.0,7
30.0,77.1,1631
30.0,77.2,1631
30.1,76.3,94
30.1,76.4,807
30.1,76.5,807
30.1,76.6,219
30.1,76.7,219
30.1,76.8,472
30.1,76.9,472
30.1,77.0,1304
30.1,77.1,1304
30.1,77.2,1631
30.1,77.3,1631
30.2,76.7,219
30.2,76.8,472
30.2,76.9,472
30.2,77.0,1304
30.2,77.1,1304
30.2,77.2,1304
30.2,77.3,650
30.2,77.4,650
30.3,76.6,219
30.3,76.7,219
30.3,76.8,905
30.3,76.9,905
30.3,77.0,905
30.3,77.1,112
30.3,77.2,112
30.3,77.3,650
30.3,77.4,650
30.3,77.5,398
30.4,76.8,905
30.4,76.9,905
30.4,77.0,1809
30.4,77.1,112
30.4,77.2,112
30.4,77.3,782
30.4,77.4,782
30.4,77.5,398
30.4,77.6,398
30.5,77.0,1809
30.5,77.1,802
30.5,77.2,1231
30.5,77.3,782
30.6,77.0,879
30.6,77.1,879
30.7,76.9,1123
30.7,77.0,879
30.7,77.1,879
30.8,76.9,1123
30.8,77.0,1123
30.9,76.9,1123
27.8,77.0,1366
27.8,77.1,1366
27.9,76.1,592
27.9,76.2,592
27.9,77.0,364
27.9,77.1,824
27.9,77.2,824
27.9,77.3,32
28.0,77.3,32
28.0,77.4,32
28.0,77.5,1514
28.1,76.5,1729
28.1,76.6,1729
29.8,76.1,165
29.9,76.7,1859
12.7,78.3,913
12.7,78.5,913
12.8,78.5,913
12.8,78.6,913
12.9,78.4,913
12.9,78.5,101
12.9,78.6,101
13.0,79.2,970
13.1,78.6,101
13.1,78.7,734
13.1,78.8,734
13.1,79.0,1092
13.1,79.1,1141
13.1,79.2,970
13.2,78.7,734
13.2,78.8,734
13.2,79.2,970
13.2,79.3,970
13.2,79.4,970
13.2,79.8,707
13.3,78.5,448
13.3,78.6,448
13.3,78.7,405
13.3,78.8,405
13.3,79.2,970
13.3,79.3,970
13.3,79.4,970
13.3,79.6,823
13.3,79.7,823
13.3,79.8,707
13.3,79.9,707
13.4,78.5,448
13.4,78.6,448
13.4,78.7,405
13.4,78.8,405
13.4,79.0,1141
13.4,79.2,1559
13.4,79.3,709
13.4,79.4,709
13.4,79.7,823
13.4,79.9,707
13.5,78.6,563
13.5,78.7,1347
13.5,79.1,1559
13.5,79.2,1559
13.5,79.3,709
13.5,79.4,709
13.5,79.7,823
13.5,79.8,707
13.5,79.9,22
13.5,80.0,22
13.5,80.2,993
13.6,78.3,99
13.6,78.7,1347
13.6,78.9,25
13.6,79.0,25
13.6,79.1,25
13.6,79.2,1559
13.6,79.3,709
13.6,79.4,709
13.6,79.7,1447
13.6,79.8,1447
13.6,79.9,22
13.6,80.1,564
13.6,80.2,993
13.7,77.5,328
13.7,78.2,99
13.7,78.3,99
13.7,78.4,957
13.7,78.5,957
13.7,78.6,1106
13.7,78.7,666
13.7,79.2,1500
13.7,79.3,1500
13.7,79.4,1698
13.7,79.6,1698
13.7,79.7,1447
13.7,79.8,1447
13.7,79.9,1836
13.7,80.0,564
13.7,80.1,564
13.7,80.2,232
13.8,77.1,313
13.8,77.5,328
13.8,77.6,328
13.8,77.8,1958
13.8,78.2,99
13.8,78.3,99
13.8,78.4,1791
13.8,78.5,1791
13.8,78.6,1106
13.8,79.2,1500
13.8,79.3,1500
13.8,79.4,1500
13.8,79.6,371
13.8,79.7,1768
13.8,79.8,1768
13.8,79.9,1836
13.8,80.1,1053
13.8,80.2,14
13.9,77.1,313
13.9,77.3,811
13.9,77.7,1958
13.9,77.8,1958
13.9,78.2,789
13.9,78.3,789
13.9,78.5,1908
13.9,78.6,1908
13.9,78.9,1162
13.9,79.0,295
13.9,79.1,295
13.9,79.2,1500
13.9,79.3,1500
13.9,79.4,864
13.9,79.5,371
13.9,79.6,1218
13.9,79.7,1218
13.9,79.8,242
13.9,79.9,242
13.9,80.1,1545
13.9,80.2,1499
14.0,77.0,313
14.0,77.1,313
14.0,77.3,811
14.0,77.5,1065
14.0,77.6,1400
14.0,77.7,1400
14.0,77.8,1688
14.0,77.9,1688
14.0,78.0,1728
14.0,78.2,789
14.0,78.5,1805
14.0,78.6,1575
14.0,78.9,1162
14.0,79.1,102
14.0,79.2,102
14.0,79.3,864
14.0,79.4,864
14.0,79.6,1218
14.0,79.7,1218
14.0,79.8,242
14.0,80.1,1598
14.1,77.0,313
14.1,77.4,1065
14.1,77.5,1065
14.1,77.7,1400
14.1,77.8,1688
14.1,77.9,1688
14.1,78.1,1728
14.1,78.2,1003
14.1,78.4,1074
14.1,78.5,1805
14.1,78.6,1575
14.1,78.9,1085
14.1,79.0,1085
14.1,79.1,102
14.1,79.2,102
14.1,79.3,1736
14.1,79.4,827
14.1,79.6,1745
14.1,79.7,1745
14.1,79.8,372
14.1,80.1,1598
14.2,77.7,1235
14.2,77.8,1628
14.2,77.9,1628
14.2,78.1,1189
14.2,78.2,1003
14.2,78.4,339
14.2,78.5,339
14.2,78.9,1507
14.2,79.0,1507
14.2,79.1,1507
14.2,79.2,1736
14.2,79.3,1736
14.2,79.4,827
14.2,79.5,1236
14.2,79.6,1745
14.2,79.7,1745
14.2,79.8,372
14.2,80.1,348
14.3,77.0,1821
14.3,77.1,1821
14.3,77.4,1843
14.3,77.5,1055
14.3,77.6,1055
14.3,77.7,1235
14.3,77.8,76
14.3,77.9,76
14.3,78.0,1189
14.3,78.1,1189
14.3,78.2,1189
14.3,78.5,339
14.3,78.9,1410
14.3,79.0,1507
14.3,79.1,1507
14.3,79.2,787
14.3,79.3,787
14.3,79.4,812
14.3,79.5,1236
14.3,79.6,1236
14.3,79.7,1745
14.3,79.8,1289
14.3,80.0,348
14.3,80.1,348
14.4,77.0,1821
14.4,77.1,1821
14.4,77.2,1821
14.4,77.3,1843
14.4,77.4,1843
14.4,77.5,1055
14.4,77.6,1055
14.4,77.7,663
14.4,77.8,663
14.4,77.9,76
14.4,78.0,1189
14.4,78.1,1189
14.4,78.2,691
14.4,78.3,691
14.4,78.4,1894
14.4,78.5,1894
14.4,78.8,758
14.4,78.9,1410
14.4,79.0,1410
14.4,79.1,790
14.4,79.2,787
14.4,79.3,787
14.4,79.5,812
14.4,79.6,812
14.4,79.7,257
14.4,79.8,257
14.4,80.0,1163
14.4,80.1,1163
14.4,80.2,665
14.5,76.9,771
14.5,77.0,771
14.5,77.1,1962
14.5,77.2,920
14.5,77.3,920
14.5,77.4,1430
14.5,77.6,1237
14.5,77.7,663
14.5,77.8,663
14.5,78.0,1502
14.5,78.1,691
14.5,78.3,691
14.5,78.4,1894
14.5,78.6,198
14.5,78.8,1926
14.5,78.9,1926
14.5,79.0,1410
14.5,79.1,790
14.5,79.2,790
14.5,79.4,1673
14.5,79.5,812
14.5,79.6,257
14.5,79.7,257
14.5,79.9,1338
14.5,80.2,665
14.6,76.9,771
14.6,77.0,1962
14.6,77.1,1962
14.6,77.2,920
14.6,77.3,920
14.6,77.4,1430
14.6,77.6,1237
14.6,77.7,1443
14.6,77.8,1443
14.6,78.0,1502
14.6,78.1,1596
14.6,78.3,1596
14.6,78.4,153
14.6,78.6,198
14.6,78.8,1926
14.6,78.9,529
14.6,79.0,529
14.6,79.1,1322
14.6,79.2,1322
14.6,79.3,213
14.6,79.4,213
14.6,79.5,624
14.6,79.6,624
14.6,79.7,257
14.6,79.9,1338
14.6,80.0,757
14.6,80.1,665
14.6,80.2,665
14.7,76.9,1007
14.7,77.0,1007
14.7,77.1,1962
14.7,77.3,463
14.7,77.4,1430
14.7,77.5,1518
14.7,77.6,1518
14.7,77.7,1443
14.7,77.8,1443
14.7,77.9,1502
14.7,78.0,1502
14.7,78.1,1596
14.7,78.2,1596
14.7,78.3,1596
14.7,78.4,1695
14.7,78.7,882
14.7,78.8,529
14.7,78.9,529
14.7,79.0,529
14.7,79.1,1322
14.7,79.3,213
14.7,79.4,213
14.7,79.5,624
14.7,79.6,543
14.7,79.7,543
14.7,80.0,757
14.7,80.1,757
14.8,76.9,1007
14.8,77.0,1007
14.8,77.1,1657
14.8,77.5,1518
14.8,77.6,1518
14.8,77.7,1051
14.8,77.9,5
14.8,78.0,1520
14.8,78.2,1596
14.8,78.3,1695
14.8,78.4,1695
14.8,78.7,882
14.8,78.8,1464
14.8,78.9,1464
14.8,79.0,1464
14.8,79.1,1916
14.8,79.2,263
14.8,79.3,263
14.8,79.4,1361
14.8,79.5,1361
14.8,79.6,543
14.8,79.9,141
14.8,80.0,757
14.8,80.1,757
14.9,77.0,1657
14.9,77.1,1657
14.9,77.3,463
14.9,77.4,959
14.9,77.5,959
14.9,77.6,959
14.9,77.7,1051
14.9,77.9,5
14.9,78.0,1520
14.9,78.1,1520
14.9,78.3,329
14.9,78.4,1658
14.9,78.7,1660
14.9,78.8,1464
14.9,78.9,1464
14.9,79.0,1916
14.9,79.1,1916
14.9,79.2,263
14.9,79.3,263
14.9,79.4,1361
14.9,79.5,1361
14.9,79.6,543
14.9,79.8,141
14.9,79.9,1949
14.9,80.0,1949
14.9,80.1,757
15.0,76.9,705
15.0,77.0,705
15.0,77.3,750
15.0,77.4,959
15.0,77.5,959
15.0,77.6,436
15.0,77.7,436
15.0,77.9,1473
15.0,78.0,831
15.0,78.1,1048
15.0,78.3,329
15.0,78.4,1854
15.0,78.7,1660
15.0,78.9,828
15.0,79.0,547
15.0,79.1,1916
15.0,79.4,1169
15.0,79.5,1169
15.0,79.6,1531
15.0,80.0,1949
15.1,77.2,750
15.1,77.3,750
15.1,77.4,1070
15.1,77.5,1070
15.1,77.7,436
15.1,77.8,1473
15.1,77.9,1473
15.1,78.0,831
15.1,78.2,470
15.1,78.3,470
15.1,78.7,1660
15.1,78.8,828
15.1,78.9,1181
15.1,79.0,547
15.1,79.1,1804
15.1,79.3,1824
15.1,79.4,598
15.1,79.5,598
15.1,79.6,1531
15.1,79.9,1247
15.1,80.0,1247
15.2,77.3,1398
15.2,77.4,1070
15.2,77.5,1070
15.2,77.6,1899
15.2,77.7,1353
15.2,77.8,1904
15.2,77.9,933
15.2,78.0,683
15.2,78.2,849
15.2,78.7,1059
15.2,78.8,754
15.2,78.9,1181
15.2,79.0,1181
15.2,79.1,1804
15.2,79.4,598
15.2,79.5,1385
15.2,79.6,1385
15.2,79.7,274
15.2,79.8,274
15.2,79.9,1247
15.2,80.0,1111
15.2,80.1,1111
15.3,77.3,1202
15.3,77.4,388
15.3,77.5,388
15.3,77.6,1899
15.3,77.7,1353
15.3,77.8,1904
15.3,77.9,933
15.3,78.2,849
15.3,78.7,1059
15.3,78.8,754
15.3,78.9,754
15.3,79.0,731
15.3,79.3,128
15.3,79.4,128
15.3,79.5,1385
15.3,79.9,373
15.3,80.0,1111
15.3,80.1,1111
15.4,77.2,1747
15.4,77.3,1847
15.4,77.4,388
15.4,77.5,388
15.4,77.6,772
15.4,77.7,359
15.4,77.8,359
15.4,77.9,1035
15.4,78.0,1035
15.4,78.1,1868
15.4,78.2,1296
15.4,78.6,464
15.4,78.7,464
15.4,78.8,464
15.4,78.9,754
15.4,79.1,1597
15.4,79.3,128
15.4,79.4,609
15.4,79.9,373
15.4,80.0,507
15.5,77.3,1847
15.5,77.4,1823
15.5,77.5,1823
15.5,77.6,772
15.5,77.7,359
15.5,77.8,985
15.5,77.9,985
15.5,78.0,1486
15.5,78.1,1486
15.5,78.2,1296
15.5,78.5,1206
15.5,78.6,1206
15.5,78.7,464
15.5,78.8,252
15.5,79.2,185
15.5,79.3,185
15.5,79.4,609
15.5,79.7,820
15.5,79.9,373
15.5,80.0,507
15.5,80.1,507
15.5,80.2,507
15.6,77.1,1579
15.6,77.2,1077
15.6,77.3,1077
15.6,77.4,270
15.6,77.5,1823
15.6,77.6,1544
15.6,77.7,1544
15.6,77.8,1637
15.6,77.9,985
15.6,78.0,1486
15.6,78.1,1486
15.6,78.5,1206
15.6,78.6,1206
15.6,78.7,1756
15.6,78.8,252
15.6,78.9,252
15.6,79.2,185
15.6,79.3,185
15.6,79.4,1023
15.6,79.9,1474
15.6,80.0,1474
15.6,80.1,1474
15.7,77.3,1077
15.7,77.4,270
15.7,77.5,1552
15.7,77.7,1637
15.7,77.8,1637
15.7,77.9,323
15.7,78.0,323
15.7,78.1,210
15.7,78.5,374
15.7,78.8,1756
15.7,78.9,585
15.7,79.3,1023
15.7,79.4,1023
15.7,79.6,1567
15.7,79.9,1758
15.7,80.1,1392
15.7,80.2,1392
15.7,80.3,1392
15.7,80.9,1984
15.8,77.3,1041
15.8,77.4,1552
15.8,77.5,1552
15.8,77.8,1357
15.8,77.9,323
15.8,78.0,1921
15.8,78.1,1921
15.8,78.5,1470
15.8,78.7,67
15.8,78.8,67
15.8,78.9,585
15.8,79.2,1105
15.8,79.3,1105
15.8,79.4,290
15.8,79.9,1758
15.8,80.1,93
15.8,80.2,1013
15.8,81.0,1008
15.9,77.2,1041
15.9,77.3,1041
15.9,77.4,1041
15.9,77.5,946
15.9,77.6,946
15.9,77.7,1126
15.9,77.8,1357
15.9,78.0,1250
15.9,78.1,1250
15.9,78.3,1634
15.9,78.4,1470
15.9,78.5,693
15.9,78.6,693
15.9,78.7,1764
15.9,78.8,1449
15.9,78.9,1449
15.9,79.1,671
15.9,79.2,671
15.9,79.3,1105
15.9,79.4,290
15.9,79.8,556
15.9,79.9,556
15.9,80.0,93
15.9,80.1,93
15.9,80.2,1013
15.9,80.3,1013
15.9,80.4,1220
15.9,80.5,1024
15.9,80.6,1024
15.9,80.7,762
15.9,80.8,762
15.9,80.9,434
15.9,81.0,434
16.0,77.6,100
16.0,77.7,100
16.0,77.8,179
16.0,77.9,179
16.0,78.0,858
16.0,78.1,858
16.0,78.3,1634
16.0,78.4,519
16.0,78.5,519
16.0,78.6,1678
16.0,78.7,1678
16.0,78.8,1449
16.0,78.9,1449
16.0,79.2,671
16.0,79.3,36
16.0,79.4,883
16.0,79.8,337
16.0,79.9,556
16.0,80.0,809
16.0,80.1,809
16.0,80.2,215
16.0,80.3,215
16.0,80.4,1220
16.0,80.5,1024
16.0,80.6,1024
16.0,80.7,762
16.0,80.8,762
16.0,80.9,434
16.0,81.0,434
16.0,81.1,434
16.1,77.6,367
16.1,77.7,367
