lat_r,lon_r,cluster
21.0,82.1,1340
21.0,82.2,591
21.1,82.1,314
21.1,82.2,314
21.1,82.3,1609
21.2,82.1,1159
21.2,82.2,314
21.2,82.3,748
21.2,82.7,1718
21.3,81.5,1571
21.3,81.6,1989
21.3,81.7,476
21.3,82.1,1159
21.3,82.2,1159
21.3,82.3,748
21.3,82.7,1554
21.8,81.3,16
21.8,82.5,1187
21.9,81.4,1403
21.9,81.5,1403
22.0,81.4,1403
22.0,81.5,1083
22.0,82.0,1072
22.0,82.1,1072
22.1,81.3,1677
22.1,81.4,1677
22.1,81.5,1083
22.1,81.7,51
22.1,81.8,764
22.1,81.9,764
22.1,82.0,482
22.1,82.1,482
22.2,81.0,297
22.2,81.1,297
22.2,81.2,297
22.2,81.3,1677
22.2,81.4,1677
22.2,81.5,1083
22.2,81.6,1083
22.2,81.7,521
22.2,81.9,1455
22.2,82.0,1455
22.2,82.1,482
22.3,81.1,475
22.3,81.2,475
22.3,81.3,1677
22.3,81.4,1677
22.3,81.6,521
22.3,81.7,521
22.3,81.8,521
22.3,81.9,1455
22.3,82.0,1455
22.3,82.1,1725
22.4,81.1,475
22.4,81.2,475
22.4,81.3,903
22.4,81.4,903
22.4,81.6,1993
22.4,81.7,521
22.4,81.9,345
22.4,82.0,1286
22.5,81.3,903
22.5,81.9,201
22.5,82.0,1286
22.6,81.9,201
22.6,82.0,1285
22.6,83.1,1633
22.6,83.2,1633
22.7,83.1,1633
22.7,83.6,306
22.7,83.7,1852
22.8,81.8,24
22.8,81.9,24
22.8,82.0,24
22.8,82.1,410
22.8,82.2,410
22.8,83.1,1137
22.8,83.5,306
22.8,83.6,306
22.8,83.7,1852
22.8,83.8,450
22.9,81.8,24
22.9,81.9,24
22.9,83.1,1444
22.9,83.5,843
22.9,83.6,1969
22.9,83.7,1969
22.9,83.8,450
22.9,83.9,217
23.0,82.5,651
23.0,82.6,651
23.0,83.1,1258
23.0,83.7,391
23.0,83.8,1845
23.7,82.3,455
23.7,82.4,669
23.8,81.7,88
23.8,81.8,88
23.8,81.9,1991
23.8,82.0,1991
23.8,82.1,1991
23.8,82.2,455
23.8,82.3,1082
23.9,81.6,88
19.7,81.7,1842
20.9,82.1,1340
21.0,80.5,622
21.5,82.0,775
21.5,82.1,1182
21.8,81.2,615
22.2,81.8,1455
22.4,81.5,1993
22.4,81.8,345
22.9,83.2,1137
22.9,83.3,20
22.9,84.0,545
23.0,83.9,451
23.7,82.5,669
23.7,82.6,453
23.7,82.7,773
23.7,82.8,773
23.8,82.4,1082
23.8,82.5,453
23.8,82.6,453
23.9,83.4,1509
23.9,83.5,117
24.0,83.4,1494
21.9,81.6,301
22.1,81.6,1083
22.3,81.5,1993
23.0,82.4,778
21.5,82.2,105
28.5,77.1,422
28.5,77.2,1032
28.6,76.9,510
28.6,77.0,422
28.6,77.1,422
28.6,77.2,1032
28.6,77.3,1032
28.7,77.0,175
28.7,77.1,1084
28.7,77.2,1084
28.8,77.0,175
28.8,77.1,1084
15.0,74.1,973
15.0,74.2,1952
15.1,74.0,973
15.1,74.1,973
15.1,74.2,1952
15.1,74.3,1952
15.2,74.0,973
15.2,74.1,973
15.2,74.2,1178
15.2,74.3,1178
15.3,74.0,884
15.3,74.1,1563
15.3,74.2,1563
15.3,74.3,1178
15.4,73.9,884
15.4,74.0,884
15.4,74.1,1563
15.4,74.2,1287
15.4,74.3,1287
15.5,73.9,884
15.5,74.0,884
15.5,74.1,1121
15.5,74.2,1287
15.6,73.8,26
15.6,73.9,26
15.6,74.0,26
15.6,74.1,1121
15.6,74.2,1121
15.7,73.8,26
15.7,73.9,26
20.2,73.1,1399
20.2,73.2,774
20.2,73.3,46
20.2,73.4,46
20.3,72.9,995
20.3,73.0,801
20.3,73.2,774
20.3,73.3,46
20.3,73.4,46
20.4,72.9,995
20.4,73.0,859
20.4,73.1,761
20.4,73.2,1676
20.4,73.3,1727
20.4,73.4,1727
20.5,73.0,859
20.5,73.1,761
20.5,73.2,446
20.5,73.3,1727
20.6,73.2,446
20.6,73.3,528
20.7,73.2,528
20.7,73.3,528
20.8,70.6,1760
20.8,71.0,1856
20.8,71.1,618
20.8,71.2,618
20.8,73.2,873
20.8,73.3,1195
20.8,73.4,1195
20.9,70.4,243
20.9,70.5,243
20.9,70.7,1760
20.9,71.0,1856
20.9,71.1,618
20.9,71.2,618
20.9,71.3,1890
20.9,71.4,1890
20.9,73.2,873
21.0,70.3,982
21.0,70.4,982
21.0,70.6,243
21.0,70.7,619
21.0,70.8,619
21.0,70.9,1856
21.0,71.0,1856
21.0,71.2,866
21.0,71.3,1890
21.0,71.4,1662
21.0,71.5,1662
21.0,71.6,1662
21.0,71.7,635
21.0,72.8,1862
21.0,73.6,725
21.1,70.2,982
21.1,70.3,982
21.1,70.4,982
21.1,70.5,751
21.1,70.6,751
21.1,70.7,751
21.1,70.8,727
21.1,70.9,727
21.1,71.0,1537
21.1,71.1,866
21.1,71.3,866
21.1,71.4,1662
21.1,71.5,1662
21.1,71.6,1129
21.1,71.7,1129
21.1,71.8,635
21.1,71.9,635
21.1,73.0,1574
21.2,70.1,1254
21.2,70.2,249
21.2,70.3,1317
21.2,70.4,1317
21.2,70.6,751
21.2,70.7,751
21.2,70.8,727
21.2,70.9,727
21.2,71.0,1537
21.2,71.1,1537
21.2,71.3,1190
21.2,71.4,1190
21.2,71.5,64
21.2,71.6,64
21.2,71.7,1129
21.2,71.8,635
21.2,71.9,536
21.2,72.0,536
21.2,72.9,1927
21.2,73.0,1927
21.3,70.0,760
21.3,70.1,1254
21.3,70.2,249
21.3,70.3,1408
21.3,70.4,1887
21.3,70.6,1156
21.3,70.7,1156
21.3,70.8,1888
21.3,70.9,1888
21.3,71.0,1223
21.3,71.1,177
21.3,71.2,177
21.3,71.3,1190
21.3,71.4,500
21.3,71.5,500
21.3,71.6,64
21.3,71.7,64
21.3,71.8,1943
21.3,71.9,1943
21.3,73.1,590
21.4,69.9,760
21.4,70.0,760
21.4,70.1,1127
21.4,70.2,1715
21.4,70.3,1715
21.4,70.4,1425
21.4,70.5,1425
21.4,70.6,1156
21.4,70.7,1156
21.4,70.8,1248
21.4,70.9,1248
21.4,71.1,1223
21.4,71.3,1600
21.4,71.4,500
21.4,71.5,1401
21.4,71.6,1401
21.4,71.7,1401
21.4,71.8,1943
21.4,71.9,1943
21.4,73.0,648
21.4,73.1,648
21.5,69.8,929
21.5,69.9,929
21.5,70.0,1127
21.5,70.1,1127
21.5,70.2,1735
21.5,70.3,1735
21.5,70.5,1425
21.5,70.6,515
21.5,70.7,515
21.5,70.8,515
21.5,70.9,1248
21.5,71.0,155
21.5,71.1,717
21.5,71.2,1199
21.5,71.3,1600
21.5,71.4,1600
21.5,71.5,1401
21.5,71.6,1103
21.5,71.7,1103
21.5,71.8,1585
21.5,71.9,1585
21.5,72.0,1089
21.5,73.6,1115
21.6,69.7,929
21.6,69.8,929
21.6,70.0,1099
21.6,70.1,1099
21.6,70.2,1735
21.6,70.3,1735
21.6,70.4,1911
21.6,70.5,1911
21.6,70.6,602
21.6,70.7,515
21.6,70.8,515
21.6,70.9,155
21.6,71.0,155
21.6,71.2,277
21.6,71.3,1307
21.6,71.4,1307
21.6,71.5,1279
21.6,71.6,1103
21.6,71.7,1103
21.6,71.8,1585
21.6,71.9,1585
21.6,72.0,1585
21.6,72.1,745
21.7,69.6,1669
21.7,69.7,1669
21.7,69.8,929
21.7,70.0,1099
21.7,70.1,1099
21.7,70.2,59
21.7,70.3,59
21.7,70.4,1911
21.7,70.5,602
21.7,70.6,602
21.7,70.7,769
21.7,70.8,769
21.7,70.9,769
21.7,71.0,8
21.7,71.2,277
21.7,71.3,1307
21.7,71.4,1307
21.7,71.5,1279
21.7,71.6,1279
21.7,71.7,678
21.7,71.8,1585
21.7,72.0,539
21.7,72.1,745
21.7,72.8,1873
21.7,72.9,990
21.8,69.5,1789
21.8,69.6,1789
21.8,69.7,1669
21.8,69.8,1669
21.8,70.0,1504
21.8,70.1,578
21.8,70.2,578
21.8,70.3,59
21.8,70.4,59
21.8,70.5,602
21.8,70.6,602
21.8,70.7,769
21.8,70.8,769
21.8,70.9,769
21.8,71.0,8
21.8,71.1,8
21.8,71.2,815
21.8,71.3,1438
21.8,71.4,368
21.8,71.5,368
21.8,71.6,678
21.8,71.7,678
21.8,71.8,678
21.8,71.9,539
21.8,72.0,539
21.8,72.1,1416
21.8,72.9,990
21.8,73.0,990
21.8,73.4,207
21.9,69.3,477
21.9,69.4,1789
21.9,69.5,1789
21.9,69.6,1789
21.9,69.7,1669
21.9,69.8,865
21.9,70.0,1504
21.9,70.1,1504
21.9,70.2,578
21.9,70.4,278
21.9,70.5,278
21.9,70.6,1910
21.9,70.7,1910
21.9,70.8,1864
21.9,71.0,296
21.9,71.1,296
21.9,71.2,815
21.9,71.3,1438
21.9,71.4,368
21.9,71.5,368
21.9,71.6,994
21.9,71.7,994
21.9,71.9,539
21.9,72.0,539
21.9,72.1,1416
21.9,72.7,1873
21.9,72.8,1873
21.9,72.9,990
21.9,73.0,1278
21.9,73.1,1278
21.9,73.4,207
22.0,69.2,477
22.0,69.3,477
22.0,69.5,440
22.0,69.6,440
22.0,69.7,1722
22.0,69.8,865
22.0,69.9,865
22.0,70.0,1504
22.0,70.2,1689
22.0,70.4,278
22.0,70.5,278
22.0,70.6,1884
22.0,70.7,1910
22.0,70.8,1538
22.0,70.9,1538
22.0,71.1,845
22.0,71.2,77
22.0,71.3,77
22.0,71.4,674
22.0,71.5,674
22.0,71.6,994
22.0,71.9,1629
22.0,72.0,716
22.0,72.1,1416
22.0,72.7,511
22.0,72.8,511
22.0,72.9,1278
22.0,73.0,1278
22.0,73.1,1278
22.0,73.4,1368
22.0,73.7,1057
22.0,73.8,1642
22.0,74.0,1079
22.1,69.1,1692
22.1,69.2,477
22.1,69.3,255
22.1,69.4,255
22.1,69.5,440
22.1,69.6,1722
22.1,69.7,1722
22.1,69.8,1722
22.1,69.9,1312
22.1,70.0,1312
22.1,70.1,1689
22.1,70.2,1689
22.1,70.4,278
22.1,70.5,1014
22.1,70.6,1014
22.1,70.7,1232
22.1,70.8,681
22.1,70.9,116
22.1,71.0,1146
22.1,71.1,1475
22.1,71.2,1475
22.1,71.5,674
22.1,71.6,178
22.1,71.9,716
22.1,72.0,716
22.1,72.2,343
22.1,72.9,1278
22.1,73.7,1057
22.1,74.1,1079
22.2,69.0,1692
22.2,69.1,1692
22.2,69.2,1692
22.2,69.3,255
22.2,69.4,255
22.2,69.5,1785
22.2,69.6,1785
22.2,69.7,1722
22.2,69.8,1818
22.2,69.9,1312
22.2,70.0,1312
22.2,70.1,1497
22.2,70.2,1497
22.2,70.3,1036
22.2,70.4,1036
22.2,70.5,1014
22.2,70.6,1014
22.2,70.7,555
22.2,70.8,1981
22.2,70.9,1981
22.2,71.0,1146
22.2,71.1,333
22.2,71.2,1475
22.2,71.4,919
22.2,71.5,1171
22.2,71.6,890
22.2,71.9,83
22.2,72.0,1010
22.2,72.3,275
22.3,69.0,728
22.3,69.1,728
22.3,69.5,1785
22.3,69.7,1818
22.3,69.8,1818
22.3,69.9,987
22.3,70.1,1497
22.3,70.3,1036
22.3,70.4,1036
22.3,70.5,496
22.3,70.6,496
22.3,70.7,971
22.3,70.9,1981
22.3,71.0,333
22.3,71.1,333
22.3,71.3,1380
22.3,71.5,1171
22.3,71.6,1161
22.3,72.0,1010
22.3,72.2,275
22.3,72.3,275
22.4,69.2,728
22.4,69.9,1327
22.4,70.0,1327
22.4,70.1,1979
22.4,70.2,1979
22.4,70.3,1036
22.4,70.4,808
22.4,70.5,808
22.4,70.6,496
22.4,70.7,971
22.4,70.8,971
22.4,70.9,1792
22.4,71.0,1792
22.4,71.1,1452
22.4,71.2,1452
22.4,71.3,1380
22.4,71.4,697
22.4,71.5,474
22.4,71.6,474
22.4,71.9,950
22.4,72.1,950
22.4,73.3,1339
22.5,70.1,1979
22.5,70.2,1979
22.5,70.3,1680
22.5,70.4,808
22.5,70.5,808
22.5,70.6,1663
22.5,70.7,1663
22.5,70.8,559
22.5,70.9,559
22.5,71.0,1792
22.5,71.1,1257
22.5,71.2,1456
22.5,71.3,1456
22.5,71.4,697
22.5,71.5,428
22.5,71.6,428
22.5,71.7,1620
22.5,71.8,1620
22.5,71.9,950
22.5,72.2,1577
22.5,72.4,1755
22.5,73.2,632
22.5,73.3,945
22.5,73.4,1580
22.6,70.3,1680
22.6,70.4,1680
22.6,70.5,1663
22.6,70.6,1663
22.6,70.7,1663
22.6,70.9,559
22.6,71.0,1257
22.6,71.2,829
22.6,71.3,829
22.6,71.4,29
22.6,71.5,428
22.6,71.6,428
22.6,71.7,1188
22.6,71.8,1188
22.6,71.9,465
22.6,72.2,976
22.6,72.3,431
22.6,72.4,431
22.6,72.5,1088
22.6,72.6,1088
22.6,73.2,587
22.6,73.3,803
22.6,73.4,803
22.6,73.8,221
22.6,74.2,531
22.7,70.5,1273
22.7,70.6,1273
22.7,70.8,1054
22.7,70.9,1054
22.7,71.0,1054
22.7,71.1,821
22.7,71.3,829
22.7,71.4,29
22.7,71.5,41
22.7,71.6,41
22.7,71.7,1188
22.7,71.8,465
22.7,71.9,465
22.7,72.2,244
22.7,72.3,419
22.7,72.4,419
22.7,72.6,1088
22.7,72.7,377
22.7,72.8,377
22.7,72.9,369
22.7,73.0,369
22.7,73.1,587
22.7,73.2,587
22.7,73.3,1808
22.7,73.4,1808
22.7,73.5,1294
22.7,73.6,1636
22.7,74.0,514
22.7,74.1,531
22.7,74.2,531
22.7,74.3,122
22.7,74.4,122
22.8,69.4,584
22.8,69.5,584
22.8,69.6,1556
22.8,69.7,567
22.8,70.5,1273
22.8,70.6,1273
22.8,70.7,1273
22.8,70.9,1054
22.8,71.0,1054
22.8,71.1,821
22.8,71.2,821
22.8,71.3,1525
22.8,71.4,1525
22.8,71.5,41
22.8,71.6,41
22.8,71.7,1188
22.8,71.8,465
22.8,71.9,465
22.8,72.0,1999
22.8,72.1,244
22.8,72.2,244
22.8,72.3,1929
22.8,72.4,1929
22.8,72.6,377
22.8,72.7,377
22.8,72.8,1212
22.8,72.9,1212
22.8,73.2,724
22.8,73.3,724
22.8,73.4,430
22.8,73.5,430
22.8,73.6,1959
22.8,73.7,97
22.8,73.8,97
22.8,73.9,514
22.8,74.0,514
22.8,74.2,531
22.8,74.3,122
22.8,74.4,122
22.9,69.1,1097
22.9,69.2,1097
22.9,69.3,584
22.9,69.4,584
22.9,69.5,1556
22.9,69.7,567
22.9,69.8,567
22.9,69.9,120
22.9,70.0,1378
22.9,70.1,1378
22.9,70.6,1273
22.9,70.7,1476
22.9,70.8,544
22.9,70.9,544
22.9,71.0,265
22.9,71.1,265
22.9,71.2,1838
22.9,71.3,1838
22.9,71.4,1148
22.9,71.5,1148
22.9,71.6,1213
22.9,71.7,800
22.9,71.8,800
22.9,72.2,779
22.9,72.3,779
22.9,72.4,1929
22.9,72.6,1738
22.9,72.7,1738
22.9,72.8,1212
22.9,72.9,1212
22.9,73.2,724
22.9,73.3,724
22.9,73.4,430
22.9,73.5,430
22.9,73.6,1959
22.9,73.7,1959
22.9,73.8,1290
22.9,73.9,1290
22.9,74.0,1290
22.9,74.1,682
22.9,74.2,89
22.9,74.3,89
23.0,68.9,533
23.0,69.0,342
23.0,69.1,1097
23.0,69.2,1097
23.0,69.3,1706
23.0,69.4,1706
23.0,69.7,567
23.0,69.8,120
23.0,69.9,120
23.0,70.2,688
23.0,70.3,688
23.0,70.7,1476
23.0,71.0,265
23.0,71.1,265
23.0,71.2,499
23.0,71.3,499
23.0,71.4,1406
23.0,71.5,1213
23.0,71.6,1213
23.0,71.7,800
23.0,71.8,800
23.0,72.0,1108
23.0,72.1,1999
23.0,72.2,779
23.0,72.3,779
23.0,72.5,1738
23.0,72.6,1738
23.0,72.9,218
23.0,73.1,643
23.0,73.2,487
23.0,73.3,487
23.0,73.4,487
23.0,73.5,799
23.0,73.6,799
23.0,73.7,799
23.0,73.9,1290
23.0,74.0,1290
23.0,74.1,682
23.0,74.2,682
23.0,74.3,89
23.1,68.8,533
23.1,68.9,533
23.1,69.0,342
23.1,69.1,1277
23.1,69.2,1277
23.1,69.3,1227
23.1,69.4,1706
23.1,69.5,1706
23.1,69.6,684
23.1,69.7,684
23.1,69.9,74
23.1,70.0,631
23.1,70.2,688
23.1,70.8,1788
23.1,70.9,403
23.1,71.0,1490
23.1,71.1,1490
23.1,71.2,499
23.1,71.3,825
23.1,71.4,1897
23.1,71.5,1897
23.1,71.6,1342
23.1,71.7,194
23.1,71.8,194
23.1,72.1,1168
23.1,72.2,1168
23.1,72.3,779
23.1,72.4,1381
23.1,72.5,702
23.1,72.6,702
23.1,72.7,1775
23.1,72.8,1775
23.1,72.9,218
23.1,73.1,643
23.1,73.2,643
23.1,73.3,487
23.1,73.4,487
23.1,73.5,799
23.1,73.6,799
23.1,73.9,1290
23.1,74.0,1006
23.1,74.1,682
23.1,74.2,682
23.1,74.3,89
23.2,68.7,798
23.2,68.8,798
23.2,68.9,1547
23.2,69.0,1547
23.2,69.1,1277
23.2,69.2,1277
23.2,69.3,1227
23.2,69.4,1227
23.2,69.7,684
23.2,69.8,74
23.2,69.9,74
23.2,70.1,631
23.2,70.3,224
23.2,70.4,224
23.2,70.5,109
23.2,70.7,1788
23.2,70.8,1788
23.2,71.3,1800
23.2,71.4,825
23.2,71.6,1342
23.2,71.7,194
23.2,71.8,194
23.2,72.0,1458
23.2,72.1,1168
23.2,72.2,1168
23.2,72.3,1381
23.2,72.4,1381
23.2,72.5,702
23.2,72.6,1664
23.2,72.7,1664
23.2,73.0,218
23.2,73.1,643
23.2,73.2,643
23.2,73.3,305
23.2,73.4,305
23.2,73.6,312
23.2,73.9,1006
23.2,74.0,1006
23.3,68.7,798
23.3,68.8,798
23.3,68.9,1547
23.3,69.0,1547
23.3,69.1,1547
23.3,69.2,1277
23.3,69.3,1980
23.3,69.4,1980
23.3,69.7,684
23.3,69.8,74
23.3,69.9,74
23.3,70.0,631
23.3,70.1,60
23.3,70.2,1820
23.3,70.4,991
23.3,70.8,1512
23.3,71.4,1941
23.3,71.7,966
23.3,71.8,966
23.3,71.9,1458
23.3,72.0,1458
23.3,72.1,1635
23.3,72.2,1635
23.3,72.3,1381
23.3,72.4,1381
23.3,72.5,12
23.3,72.6,12
23.3,72.8,1495
23.3,72.9,885
23.3,73.0,1033
23.3,73.1,1462
23.3,73.2,1462
23.3,73.3,305
23.3,73.4,305
23.3,73.6,312
23.3,73.7,901
23.3,73.8,901
23.3,73.9,901
23.3,74.0,1006
23.4,68.6,1226
23.4,68.7,1226
23.4,68.8,1602
23.4,68.9,869
23.4,69.1,869
23.4,69.5,732
23.4,69.6,732
23.4,69.7,732
23.4,69.8,912
23.4,69.9,912
23.4,70.0,912
23.4,70.1,60
23.4,70.3,1049
23.4,70.4,1049
23.4,70.5,991
23.4,70.6,991
23.4,70.7,1512
23.4,70.8,1512
23.4,70.9,1417
23.4,71.0,1417
23.4,71.4,1941
23.4,71.6,1612
23.4,71.7,1612
23.4,71.9,397
23.4,72.1,1635
23.4,72.2,1742
23.4,72.3,1742
23.4,72.5,12
23.4,72.6,12
23.4,72.8,1495
23.4,72.9,1033
23.4,73.0,1033
23.4,73.1,1462
23.4,73.2,1462
23.4,73.3,1462
23.4,73.4,305
23.4,73.5,931
23.4,73.6,931
23.4,73.7,901
23.4,73.8,901
23.5,68.8,924
23.5,68.9,924
23.5,69.2,1790
23.5,69.3,1790
23.5,69.4,1980
23.5,69.6,732
23.5,69.7,732
23.5,69.8,912
23.5,69.9,912
23.5,70.0,912
23.5,70.3,1049
23.5,70.4,1049
23.5,70.5,1740
23.5,70.6,1740
23.5,70.7,947
23.5,70.8,947
23.5,70.9,1417
23.5,71.4,63
23.5,71.5,1803
23.5,71.6,176
23.5,71.7,176
23.5,71.8,397
23.5,72.0,1652
23.5,72.1,741
23.5,72.2,1742
23.5,72.3,1742
23.5,72.4,1221
23.5,72.5,1221
23.5,72.6,1266
23.5,72.7,1266
23.5,72.8,1516
23.5,72.9,1033
23.5,73.0,1033
23.5,73.1,1462
23.5,73.2,1462
23.5,73.3,1462
23.5,73.4,931
23.5,73.5,931
23.5,73.6,931
23.6,68.6,863
23.6,68.7,863
23.6,68.8,17
23.6,68.9,17
23.6,69.1,181
23.6,69.2,1790
23.6,69.3,1492
23.6,69.4,1492
23.6,69.5,211
23.6,69.6,211
23.6,69.7,1387
23.6,69.8,1387
23.6,69.9,912
23.6,70.4,1740
23.6,70.5,1740
23.6,70.6,1740
23.6,70.7,947
23.6,70.8,621
23.6,70.9,1417
23.6,71.1,1948
23.6,71.2,1948
23.6,71.3,63
23.6,71.4,63
23.6,71.5,1198
23.6,71.6,1198
23.6,72.0,1652
23.6,72.1,741
23.6,72.2,741
23.6,72.3,1016
23.6,72.4,906
23.6,72.5,906
23.6,72.6,1266
23.6,72.7,1516
23.6,72.8,1516
23.6,72.9,1516
23.6,73.0,418
23.6,73.1,418
23.6,73.2,418
23.6,73.3,27
23.6,73.4,27
23.6,73.5,931
23.6,73.6,931
23.7,68.5,259
23.7,68.7,863
23.7,68.8,569
23.7,68.9,569
23.7,69.0,181
23.7,69.1,181
23.7,69.2,1492
23.7,69.3,1492
23.7,69.4,1492
23.7,69.5,211
23.7,69.6,211
23.7,69.9,1387
23.7,70.5,33
23.7,70.7,621
23.7,70.8,621
23.7,70.9,621
23.7,71.1,1948
23.7,71.2,1948
23.7,71.3,63
23.7,71.4,326
23.7,71.5,326
23.7,71.6,1198
23.7,71.9,212
23.7,72.0,1238
23.7,72.1,711
23.7,72.2,1016
23.7,72.3,1016
23.7,72.4,906
23.7,72.5,906
23.7,72.6,1955
23.7,72.7,1516
23.7,72.8,1516
23.7,72.9,1516
23.7,73.0,418
23.7,73.1,418
23.7,73.2,835
23.7,73.3,27
23.7,73.4,27
23.8,68.5,259
23.8,69.5,211
23.8,69.8,1387
23.8,69.9,1387
23.8,70.4,33
23.8,70.9,621
23.8,71.1,1948
23.8,71.2,1541
23.8,71.3,1541
23.8,71.4,326
23.8,71.5,326
23.8,71.6,1321
23.8,71.7,1321
23.8,71.8,1709
23.8,71.9,1238
23.8,72.0,1238
23.8,72.1,711
23.8,72.3,1268
23.8,72.4,1352
23.8,72.5,1955
23.8,72.7,1853
23.8,72.8,968
23.8,72.9,968
23.8,73.0,35
23.8,73.1,835
23.8,73.2,1801
23.8,73.3,1801
23.9,69.8,134
23.9,69.9,134
23.9,70.4,1184
23.9,70.5,1411
23.9,71.2,1541
23.9,71.3,1541
23.9,71.4,13
23.9,71.5,13
23.9,71.6,1321
23.9,71.7,1321
23.9,71.8,1709
23.9,71.9,53
23.9,72.0,1238
23.9,72.1,62
23.9,72.3,1352
23.9,72.4,1352
23.9,72.5,1955
23.9,72.7,1853
23.9,72.9,968
23.9,73.0,35
23.9,73.1,35
23.9,73.2,1801
23.9,73.3,1329
23.9,73.4,1329
24.0,69.4,308
24.0,69.5,1150
24.0,69.6,1150
24.0,71.3,1308
24.0,71.5,13
24.0,71.6,13
24.0,71.7,1321
24.0,71.8,53
24.0,71.9,53
24.0,72.0,53
24.0,72.1,62
24.0,72.2,62
24.0,72.3,307
24.0,72.4,307
24.0,72.6,914
24.0,72.7,1853
24.0,72.9,1770
24.0,73.0,1668
24.0,73.1,1668
24.0,73.2,1329
24.0,73.3,1329
24.0,73.4,1329
24.1,69.5,1150
24.1,69.8,134
24.1,69.9,134
24.1,70.0,134
24.1,71.2,1308
24.1,71.3,1308
24.1,71.4,1308
24.1,71.5,13
24.1,71.6,1031
24.1,71.7,742
24.1,71.8,742
24.1,71.9,742
24.1,72.0,964
24.1,72.1,964
24.1,72.2,1942
24.1,72.3,1942
24.1,72.4,307
24.1,72.5,1607
24.1,72.6,914
24.1,72.9,1116
24.1,73.0,1668
24.1,73.1,1668
24.2,71.2,1593
24.2,71.3,1308
24.2,71.5,1031
24.2,71.6,1031
24.2,71.7,1031
24.2,71.8,384
24.2,71.9,384
24.2,72.0,964
24.2,72.1,964
24.2,72.2,1553
24.2,72.3,1553
24.2,72.4,1098
24.2,72.5,1607
24.2,72.6,1607
24.2,72.9,1116
24.2,73.1,1851
24.3,71.0,1593
24.3,71.1,1593
24.3,71.3,1593
24.3,71.4,1308
24.3,71.5,1031
24.3,71.6,1031
24.3,71.7,1031
24.3,71.8,384
24.3,71.9,384
24.3,72.2,1553
24.3,72.3,1553
24.3,72.4,1098
24.3,72.5,1098
24.3,72.6,1661
24.3,72.7,1661
24.3,72.9,1116
24.3,73.0,1851
24.3,73.1,1851
24.3,73.2,1851
24.4,71.2,1625
24.4,71.3,1625
24.4,71.4,952
24.4,71.5,1300
24.4,71.6,1300
24.4,71.7,1300
24.4,71.8,1402
24.4,71.9,1402
24.4,72.0,1402
24.4,72.2,1324
24.4,72.3,1983
24.4,72.6,1661
24.4,72.7,1661
24.4,73.1,1851
24.5,71.2,1625
24.5,71.3,1625
24.5,71.4,952
24.5,71.6,1300
24.5,71.7,129
24.5,71.8,129
24.5,71.9,1402
24.5,72.0,1780
24.5,72.1,1324
24.5,72.3,1240
24.6,71.1,1625
24.6,71.2,1625
24.6,71.4,952
24.6,71.5,952
24.6,71.6,129
24.6,71.8,129
24.6,71.9,1780
24.6,72.0,1780
24.6,72.1,1780
20.5,73.4,1727
20.6,73.0,646
20.6,73.1,646
20.6,73.4,1727
20.6,73.7,1548
20.6,73.8,1548
20.7,72.9,646
20.7,73.0,646
20.7,73.1,646
20.7,73.4,528
20.7,73.5,125
20.7,73.6,125
20.7,73.7,695
20.7,73.8,695
20.8,73.0,873
20.8,73.1,873
20.8,73.5,125
20.8,73.6,125
20.8,73.7,695
20.8,73.8,695
20.8,73.9,1565
20.9,71.5,1662
20.9,72.9,1862
20.9,73.0,873
20.9,73.1,873
20.9,73.3,1195
20.9,73.4,1195
20.9,73.5,125
20.9,73.6,725
20.9,73.7,725
20.9,73.8,1565
20.9,73.9,1565
21.0,70.5,243
21.0,71.1,866
21.0,72.9,1862
21.0,73.0,1574
21.0,73.1,1574
21.0,73.2,1574
21.0,73.3,818
21.0,73.4,818
21.0,73.5,818
21.1,71.2,866
21.1,72.7,1472
21.1,72.8,1472
21.1,72.9,1927
21.1,73.1,1574
21.1,73.2,361
21.1,73.3,361
21.1,73.4,818
21.1,73.5,818
21.1,73.6,1471
21.2,71.2,177
21.2,72.1,536
21.2,72.8,1472
21.2,73.1,590
21.2,73.2,361
21.2,73.3,361
21.2,73.4,1394
21.2,73.5,1855
21.2,73.6,1471
21.2,73.8,612
21.3,72.0,536
21.3,72.1,536
21.3,72.7,1472
21.3,72.8,1472
21.3,72.9,1927
21.3,73.0,590
21.3,73.2,590
21.3,73.3,1394
21.3,73.4,1394
21.3,73.5,1855
21.3,73.6,1282
21.3,73.7,1282
21.3,73.8,612
21.3,73.9,612
21.4,71.0,1223
21.4,71.2,1199
21.4,72.0,1089
21.4,72.1,1089
21.4,72.2,1089
21.4,72.7,1472
21.4,72.8,597
21.4,72.9,648
21.4,73.2,0
21.4,73.3,0
21.4,73.4,491
21.4,73.5,491
21.4,73.6,1282
21.4,73.7,1271
21.4,73.8,1271
21.4,73.9,612
21.4,74.0,186
21.5,72.1,1089
21.5,72.2,1089
21.5,72.8,597
21.5,72.9,597
21.5,73.0,648
21.5,73.1,648
21.5,73.2,0
21.5,73.3,0
21.5,73.4,491
21.5,73.5,491
21.5,73.7,1271
21.5,74.0,186
21.5,74.1,186
21.5,74.3,1586
21.6,69.9,929
21.6,71.1,1505
21.6,72.2,745
21.6,72.3,745
21.6,72.7,597
21.6,72.8,597
21.6,72.9,597
21.6,73.0,597
21.6,73.1,1040
21.6,73.2,353
